Brewery Index,Beer Index,Scraping Remarks / Errors,Date of latest review,Expression Name,Producer,Bottler,Country of Origin,Drink Type,Drink Category,Age,ABV,88B Website Review Link,Official Description,Producer Website Link,Photo Link
8,14,,"Wed, 07 Feb 2024 15:33:48 +0000",Bombs Away (HopBurst Series),Lion Brewery Co,,Singapore,Beer,Pale Ale - American,,4.6% ABV,,"Lion Brewery Co is launching our new HopBurst Series, which showcases the pure aromatic power of dry-hopping using hop oils, distilled from hops using modern technology. This ‘Citralicious’ hop oil offers a delicious citrus fruit aroma, to complement the refreshing body of this quintessential pale ale. The clincher for us is the beautifully long hoppy finish that just keeps giving. Bombs Away!",,https://assets.untappd.com/site/beer_logos_hd/beer-4958344_24c78_hd.jpeg
8,15,,"Fri, 03 May 2024 11:40:47 +0000",Ong Lai,Lion Brewery Co,,Singapore,Beer,Sour - Fruited Berliner Weisse,,3.6% ABV,,"Brewed to celebrate Chinese New Year! Infused with 40kg of juicy pineapple, this playful take on the tasty and ever-popular CNY treat is bursting with pineapple tart sweetness layered on a soft biscuit-malt body, leading to a sharp, slightly dry finish. 

Soft golden yellow in colour, with a slight tinge of juicy haze, tropic like it's hot this Chinese New Year with a pint or two of refreshing goodness.",,https://assets.untappd.com/site/beer_logos_hd/beer-4668833_0e9a9_hd.jpeg
8,16,,"Thu, 25 Apr 2024 14:13:24 +0000",Can't Sea Straight Easy Ale,Lion Brewery Co,,Singapore,Beer,Pale Ale - Other,,4% ABV,,"Let’s start with the most important bit: 50g of plastic (the equivalent of 5 PET bottles) is removed from the ocean with each can (or pint) that you drink. That’s thanks to our partnership with Seven Clean Seas, and is what motivated us to collab on this brew. Can’t Sea Straight is an aperitif for any time of the day, an easy ale that goes down smoother than the perfect wave, and showcases unique hops masterfully blended to make this most crushable beer. Through it, we hope to both illuminate the plight of our oceans, and inspire others to do something about it. It all starts with that first sip.",,https://assets.untappd.com/site/beer_logos_hd/beer-5352100_ef4d5_hd.jpeg
8,17,,"Fri, 01 Mar 2024 05:37:48 +0000",Old Tyne's Sake,Lion Brewery Co,,Singapore,Beer,Brown Ale - English,,5.2% ABV,,"For Old Tyne's Sake is a classic Northern English Brown Ale, lovingly crafted in our local Brewlab at ThirtySix. Nutty, caramel characteristics and a slight roasty aroma permeate this beautifully restrained beer, which lets the malt do the talking. Enough of the hop bombs getting all the attention: the brown ale is probably the most underrated craft beer style, and ours has come to show off its chops. Named after the River Tyne, which flows through Newcastle, the spiritual home of this beer. Go on, have one - for Old Tyne's Sake.
Show Less",,https://assets.untappd.com/site/beer_logos_hd/beer-4586045_ef2bf_hd.jpeg
8,18,,"Tue, 22 Nov 2022 09:01:47 +0000",Sabro XPA,Lion Brewery Co,,Singapore,Beer,Pale Ale - Other,,4.5% ABV,,"Our Sabro XPA is bittered and dry-hopped using powerful Sabro hops for a refreshing, delicious and hoppy beer. Mango and passionfruit aromas are met with smooth tangerine flavours with hints of coconut. ⁣
⁣
Brew #01 of our Single Batch brews, Sabro XPA is brewed using Kveik specialty yeast. Bright, citrusy, and made for drinking in the sunshine!",,https://assets.untappd.com/site/beer_logos_hd/beer-3960633_9e4ed_hd.jpeg
8,19,,"Mon, 04 Mar 2024 08:44:24 +0000",Padi Pils,Lion Brewery Co,,Singapore,Beer,Lager - Japanese Rice,,4.8% ABV,,"Rice is a staple in our part of the world, so why not put it in a beer? We've teamed up The Little Rice Company for the base of this brew, using their wholegrain golden rice. The result is a wonderful pearl barley aroma, chased down by a refreshing and classically crisp flavour. This light-bodied pilsner is bright as a summer's day, with a good bitterness level to finish. Easy as a walk in the Padi fields.",,https://assets.untappd.com/site/beer_logos_hd/beer-4745322_f77f2_hd.jpeg
8,20,,"Mon, 06 May 2024 05:23:22 +0000",Double Confetti,Lion Brewery Co,,Singapore,Beer,IPA - Session,,4.5% ABV,,"A collab brew is always a reason for celebration, and this Singapore-Vietnam duet between Lion Brewery Co and Ibiero brings forth a double-dry-hopped Session IPA with vivid aromas and flavours. Akin to throwing confetti into a beer, this tropical double-act offers a one-of-a-kind drinking experience for craft beer lovers of both countries.",,https://assets.untappd.com/site/beer_logos_hd/beer-5674719_4c9a9_hd.jpeg
8,21,,"Mon, 15 Jul 2024 11:19:49 +0000",Mountain Lion Pils,Lion Brewery Co,,Singapore,Beer,Pilsner - Czech / Bohemian,,4.3% ABV,,"A classic pilsner brewed for high-altitude: crisp, cold, and fresh as powder. Our Mountain Lion Pils takes inspiration from our friend Kris, who scaled Everest with a Lion Brewery Co beer in his sack and cracked it open at the summit; by all accounts, the first Lion to ever make it atop the Big Hill. Gentle bitterness and malt body, showcasing noble Saaz hops. Versatile and dangerously smashable - once you make first tracks on this, you’ll be straightlining it all day.",,https://assets.untappd.com/site/beer_logos_hd/beer-5121076_db9f1_hd.jpeg
8,22,,"Wed, 08 Nov 2023 14:33:27 +0000",Volksfest Vintage,Lion Brewery Co,,Singapore,Beer,Festbier,,5.5% ABV,,"Happy Oktoberfest, meine Freunde! This award-winning malt-forward brew draws on the long and glorious history of this special carnival of beer. Our Festbier features Vienna and Munich malts, which impart nutty, toasty and bready notes into the rounded body. With just a touch of German hops, the beer is low in bitterness and hop aroma but extremely high in drinkability. Get all the volks together, and let’s Prost to this wonderful cultural tradition. ",,https://assets.untappd.com/site/beer_logos_hd/beer-4989633_920da_hd.jpeg
8,23,,"Sun, 21 Jan 2024 04:30:22 +0000",Melaka Pumpkin Ale,Lion Brewery Co,,Singapore,Beer,Pumpkin / Yam Beer,,5% ABV,,"Slices of pumpkin, slow-roasted with a coat of cinnamon and gula melaka, until all soft and caramelised, then mashed up and dosed into a conditioning tank full of delicious beer. The result? A full-bodied, full-flavoured Halloween delight, with notes of caramel, molasses and subtle pumpkin sweetness that’s balanced by a tinge of cinnamon spice. Frightfully good.",,https://assets.untappd.com/site/beer_logos_hd/beer-5038241_d2553_hd.jpeg
8,24,,"Sat, 08 Jul 2023 14:38:31 +0000",Down For the Count (TapOut Collab Brew),Lion Brewery Co,,Singapore,Beer,IPA - Imperial / Double,,8.5% ABV,,"Down for the Count is brewed together with our partners Tapout, in celebration of their 1-Year Anniversary. A strong and complex hop profile (Cryo Pop, Mosaic, HBC 586) with a mighty aroma and high IBUs make this a big, bold, and bright beer with a supporting cast of clean and unobtrusive malts. A statement beer to TapOut of any blues in the most enjoyable way possible.",,https://assets.untappd.com/site/beer_logos_hd/beer-5194749_bc834_hd.jpeg
8,25,,"Sun, 17 Dec 2023 13:58:30 +0000",Fit Juice,Lion Brewery Co,,Singapore,Beer,IPA - Session,,3.3% ABV,,"Be honest – the name makes you want to drink it. Fit Juice, our low-alcohol and low-calorie session NEIPA, smashes it out of the park in so many ways; and unlike most low-cal beers, it actually tastes good. Showcasing loads of hops for a fruit-full aroma and flavour at an easy 3.3% ABV, it’s perfect for a daytime session that never ends. Alcoholic ‘juice’ for those with tortured consciences.",,https://assets.untappd.com/site/beer_logos_hd/beer-4784245_d3a98_hd.jpeg
8,26,,"Sun, 21 Jul 2024 06:00:07 +0000",Kohia APA,Lion Brewery Co,,Singapore,Beer,Pale Ale - Australian,,4.5% ABV,,"A tri-continental collab between Big Shed (AUS), Lion Brewery Co (SG) and Hakuba Brewery (JPN), this Kohia APA is a stunning beer, named after the te reo Māori word for passion flower. Thanks to Freestyle Hops’ Kohia Nelson blend, the result is a potent passionfruit aroma that brightens the beer and launches you skyward into the long white clouds. A deliciously hoppy brew that is worthy of wonder.",,https://assets.untappd.com/site/beer_logos_hd/beer-5382660_637c8_hd.jpeg
8,27,,"Sat, 20 Jul 2024 11:39:57 +0000",Belgian Witbier,Lion Brewery Co,,Singapore,Beer,Wheat Beer - Witbier / Blanche,,5% ABV,,"Our experimental take on a thirst quenching Belgian Style Witbier - a transcendent treat to beat the Singapore heat. Instead of the traditional use of Coriander Seeds and Orange Peels, we hopped up the beer with heaps of Ekuanot to tease the palette and substitute the herbal and citrus flavors. Scented with pungent spices and with a dry and airy body, this is a beer full of Wit and charm.",,https://assets.untappd.com/site/beer_logos_hd/beer-3925103_eee65_hd.jpeg
8,28,,"Tue, 22 Aug 2023 07:58:59 +0000",Don't Take My Abbey Away,Lion Brewery Co,,Singapore,Beer,Belgian Tripel,,7.3% ABV,,"An homage to the grand old Belgian monastic breweries that have been making beer for over a thousand years. Light spice and clove aromas are derived from this singular Abbey yeast strain, and are complemented by plum notes, a rounded malt flavour, and a light yet firm bitterness. There is nothing quite like a Belgian Tripel, and we’ve the Trappists to thank for that. This one is right up our abbey.",,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
8,29,,"Thu, 14 Dec 2023 01:11:36 +0000",Dragon Pils,Lion Brewery Co,,Singapore,Beer,Pilsner - Other,,4.7% ABV,,"Welcome to the new age! No longer is a lager just a lager, and though that might be to the chagrin of some, beers are in a better place because of it. Both Manbeer of Ren Min and Will of Lion Brewery Co went to the same high school in Indonesia, so we decided to name this collab beer in honour of our old school mascot. Our Dragon Pils is a cleanly-fermented pilsner, showcasing characteristics of beautiful HBC 586 hops. Notes of mango and orange, and a high level of sessionability.",,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
8,30,,"Sun, 14 Nov 2021 14:19:02 +0000",Griswald's Folly (Märzen),Lion Brewery Co,,Singapore,Beer,Märzen,,6% ABV,,"Infamously the style of beer enjoyed by Clark Griswald during his ill-fated German Slap-Off Dance, this renowned beer is usually brewed just before the hot European summer. Back in the days when lederhosen-clad brewers faced difficulties over the summer months, breweries were a hive of activity in March, producing strong, full-bodied lagers that would keep them in stock through to October. True to tradition but regardless of season, we’ve nurtured our Märzen through a long, slow fermentation, and perfected our German accents during the 6 weeks from brewing to drinking. Prost!",,https://assets.untappd.com/site/beer_logos_hd/beer-4486519_dead8_hd.jpeg
8,31,,"Thu, 16 May 2024 13:12:34 +0000",Putin Huilo,Lion Brewery Co,,Singapore,Beer,Belgian Strong Golden Ale,,8.9% ABV,,"Brewed in solidarity with Pravda Brewery and the people of Ukraine, 'Putin Huilo' (look it up) is a call to defiance in the face of tyranny, and has become a symbol of Ukrainian bravery against Putin’s authoritarian invasion. A strong, dry-hopped golden ale with a powerful aroma and a bittersweet flavour, it is one of Pravda Brewery’s signature brews.",,https://assets.untappd.com/site/beer_logos_hd/beer-4804061_c75ce_hd.jpeg
8,32,,"Thu, 25 May 2023 11:03:37 +0000",Pacific Pils,Lion Brewery Co,,Singapore,Beer,Pilsner - Other,,4.5% ABV,,"A cleanly-fermented beer showcasing the characteristics of a blend of hops from the Oceania region. Our Pacific Pils is a refreshing and hop-forward pilsner, with a distinctive fresh-crushed “Mojito” citrus and lime character, and a delicate, dry malt finish. Bloody ripper mate!",,https://assets.untappd.com/site/beer_logos_hd/beer-4855571_f1c03_hd.jpeg
8,33,,"Sun, 15 May 2022 07:16:59 +0000",Leon De Oro,Lion Brewery Co,,Singapore,Beer,Mild - Other,,4.5% ABV,,"Leon De Oro: The Golden Lion. Brewed with 100% English Malt - a blend of Marris Otter, Naked Oat, and a touch of Chocolate Malt for a toasty biscuit and subtle chocolate profile. Deep copper hues belie a punchy aroma of honey and ripe mango, all underpinned by a soft carbonation and creamy mouthfeel. Single hopped with El Dorado - so named for the mystical lost city of gold - this hybrid brew is a treasure just waiting to be enjoyed. Worth the Journey.",,https://assets.untappd.com/site/beer_logos_hd/beer-4437526_a6022_hd.jpeg
8,34,,"Sat, 28 May 2022 05:16:42 +0000",Jolly Good Stout,Lion Brewery Co,,Singapore,Beer,Stout - Milk / Sweet,,6.5% ABV,,"Named in honour of our unsung hero Jolly, here is an epic milk stout for the Lion masses, brewed with Kveik signature yeast, nutty dark chocolate flavours and blended with distinct malt aromas, while Chinook hops provide lightly spiced and smoky notes. Enhanced with oatmeal for a confident, full-bodied mouthfeel. Robust, creamy goodness.",,https://assets.untappd.com/site/beer_logos_hd/beer-4103933_dda4d_hd.jpeg
8,35,,"Wed, 06 Dec 2023 10:30:17 +0000",Scorched Earth (Cask Ale),Lion Brewery Co,,Singapore,Beer,Porter - English,,4.5% ABV,,"Scorched Earth is the alternate (but no less dark) version of our Earth Day Brew. It is a visual representation of what we are doing to our planet, through the burning of fossil fuels and other environmentally disastrous policies. A beer as black as the hearts of oil barons, we’ve made this beer using no CO2 as we envisage a greener future across all industries - including beer. Instead, Scorched Earth is naturally cask-conditioned, and has a toasty malt aroma and low hop bitterness. We’ve also dry-hopped the casks with cacao nibs, to add a touch of coffee and chocolate the profile.",,https://assets.untappd.com/site/beer_logos_hd/beer-4784244_7ceb0_hd.jpeg
8,36,,"Mon, 26 Dec 2022 18:50:49 +0000",Hops & Mischief (Smith Street Taps Collab),Lion Brewery Co,,Singapore,Beer,IPA - Imperial / Double,,9.4% ABV,,"It's birthday season, and Lion Brewery Co and Smith Street Taps are celebrating their 3rd and 8th anniversaries respectively with Hops & Mischief, a collab Imperial IPA of the grandest fashion. A 9.4% behemoth that packs punchy notes of pineapple, tropical fruits, and Lifesavers, this smooth-bodied brew has a bold hoppy mouthfeel and clean, cool finish. We solemnly swear we were up to no good during the making of this beer - which is probably why it’s so damn tasty.",,https://assets.untappd.com/site/beer_logos_hd/beer-4616316_9e501_hd.jpeg
8,37,,"Sat, 07 Jan 2023 17:30:52 +0000",Pride Jam Doughnut IPA,Lion Brewery Co,,Singapore,Beer,IPA - Other,,5.6% ABV,,"Jam-packed with strawberry and raspberry flavours on a doughy malt base, this pink beer is brewed for Pride month celebrations, as we stand alongside the LGBTQ+ community. A waft of strawberry upfront leads into a hint of raspberry in the body, and the tart flavours are beautifully balanced with an oh-so-soft milky finish. Here’s to everyone who feels they don’t fit into a tick-box – we see you, and we’ve brewed a fun-loving treat for all to enjoy.",,https://assets.untappd.com/site/beer_logos_hd/beer-4867073_39955_hd.jpeg
8,38,,"Tue, 31 Oct 2023 14:38:24 +0000",Trailblazer - Barrel Aged Scotch Ale (Buffalo Trace Collab),Lion Brewery Co,,Singapore,Beer,Scotch Ale / Wee Heavy,,6.6% ABV,,"For Lion Brewery Co’s first ever Barrel-Aged beer, we’ve crafted Trailblazer, aged in bourbon barrels from the iconic Buffalo Trace Distillery, our partners in this venture. Smooth and flavourful, this harmoniously blended dark beer has hints of vanilla and toffee, and a toasted character from the unique wood-char of the barrels. Suggestions of plums and dried fruit impress upon the palate. When heritage craft brewery meets heritage bourbon distillery, new paths are forged.",,https://assets.untappd.com/site/beer_logos_hd/beer-5194753_f17b5_hd.jpeg
8,39,,"Tue, 09 May 2023 06:24:56 +0000",Back Nine,Lion Brewery Co,,Singapore,Beer,IPA - Session,,4% ABV,,"This Session IPA features two classic American IPA hops - El Dorado, with its characteristically fruity and tropical stone fruit presence; and Chinook, with its notes of zesty citrus peel and fresh pine, giving a bright lift to the pale ale malt body and finish. Almost too easy to drink.",,https://assets.untappd.com/site/beer_logos_hd/beer-4637003_2c323_hd.jpeg
8,40,,"Wed, 26 Apr 2023 09:32:28 +0000",The Craic (Cask Ale),Lion Brewery Co,,Singapore,Beer,Red Ale - Irish,,4% ABV,,"An easy-drinking pint for easy-going people. Malty, with a soft toffee sweetness that's lovingly balanced with subtle bitterness and a touch of dry roastiness in the finish.
This Irish Red Ale uses only East Kent Golding hops during the brew, with the cask version specially dry-hopped using Fuggles. What's the Craic? Clean, smooth and a damn good time.",,https://assets.untappd.com/site/beer_logos_hd/beer-4735056_e0f8f_hd.jpeg
8,41,,"Thu, 24 Nov 2022 08:20:08 +0000",Peacher's Pet,Lion Brewery Co,,Singapore,Beer,IPA - Milkshake,,6% ABV,,"Tropical and creamy, our Peacher’s Pet is beery, ice cream-like deliciousness. With a luscious mouthfeel, and flavours of ripe peaches and vanilla backed up by light hoppy notes of passionfruit and spice. Our brewers have outdone themselves, and given whole new meaning to the old peaches and cream combo. This A+ treat is perfect for Singapore's endless summer. Start slurping!",,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
8,42,,"Tue, 04 Jun 2024 03:10:56 +0000",Wild Hearts Session NEIPA,Lion Brewery Co,,Singapore,Beer,IPA - Session,,5.4% ABV,,"The rock-n-roll sister to our classic Session NEIPA, this experimental NEIPA is smooth, silky, and electric on the tongue. As Keith Urban said, this one is made for the wildcards and wild hearts. 

Show Less",,https://assets.untappd.com/site/beer_logos_hd/beer-5712305_b6e6f_hd.jpeg
8,43,,"Fri, 01 Dec 2023 12:45:42 +0000",Rockpool Melon Gose,Lion Brewery Co,,Singapore,Beer,Sour - Fruited Gose,,4.7% ABV,,"In all things, balance. Rockpools sit in the confluence between land and sea, and this brew does much the same. Mouthwatering, juicy rockmelon aromas and flavours are complemented by a refreshing saltiness - the signature of a Gose. This warm-weather favourite is kettle-soured for a tart but thirst-quenching slice of delight. Wade knee-deep in this Rockpool as you session it all day.",,https://assets.untappd.com/site/beer_logos_hd/beer-5302803_873fd_hd.jpeg
8,44,,"Fri, 15 Jul 2022 13:24:53 +0000",Sweet Caramelions,Lion Brewery Co,,Singapore,Beer,Honey Beer,,4.7% ABV,,"This hybrid honey ale is a three-way local Singaporean collabrew, between Lion Brewery Co, Lion City Meadery, and Smith Street Taps. Salted Caramel flavours tickle the tongue thanks to batched slow-caramelised honey and pink salt additions, with an umami finish that lingers and leaves you wanting more after every sip. A brilliant concoction, brought to you by masters of mischief.",,https://assets.untappd.com/site/beer_logos_hd/beer-4854686_1e5f8_hd.jpeg
8,45,,"Sun, 23 Apr 2023 07:14:40 +0000",Front Nine - Cask Series,Lion Brewery Co,,Singapore,Beer,Old / Stock Ale,,4% ABV,,"You've had the Back Nine, but have you tackled the Front Nine yet? A smooth ale that's almost too easy to drink, with a different hop variety showcased in each unique cask.

Bonus points if you can identify the hop!",,https://assets.untappd.com/site/beer_logos_hd/beer-5226487_f9a0a_hd.jpeg
8,46,,"Sun, 07 Apr 2024 15:12:03 +0000",Lunar Osmanthus Wit,Lion Brewery Co,,Singapore,Beer,Wheat Beer - Other,,5% ABV,,A local SG twist on the traditional Belgian Wit style. The creamy wheat base is complemented by the addition of Chen Pi (tangerine peel) and coupled with Osmanthus flowers and coriander seeds to enhance the beer’s wonderful aroma.,,https://assets.untappd.com/site/beer_logos_hd/beer-4486489_d6f6e_hd.jpeg
8,47,,"Fri, 17 Dec 2021 10:39:27 +0000",Brewlab Beer: Violet No-Regard,Lion Brewery Co,,Singapore,Beer,Other,,5.8% ABV,,"Like its Willy Wonka namesake, this precocious upstart has no regard for rules or silly things like style guidelines. Of course, we all know how that ended up for Violet ... 

This cheery beery take on Wonkas’ 3-Course Dinner Gum takes you through a veritable flavour feast of predominantly El Dorado juicy goodness, balanced with Motueka and Simcoe for the finishing courses. Marvel at its Singaporean butterfly-pea flower infused purple luminescence, shimmering with bright tropical fruit flavours, lemon-lime candy sweetness and aromas of pear, watermelon, parma violet candy and stone fruit. Juicy and bright, this is one to sip, savour and enjoy, but be wary of the Oompa Loompas coming to roll you away ...",,https://assets.untappd.com/site/beer_logos_hd/beer-4486497_22f69_hd.jpeg
8,48,,"Thu, 02 Feb 2023 11:51:22 +0000",Gone With De Wind,Lion Brewery Co,,Singapore,Beer,Wheat Beer - Witbier / Blanche,,5% ABV,,"The brainchild of our very own Joyce, who in her own words is ""still looking for love in all the wrong places"", Gone With De Wind is not only a pun on her last name – it's also a tropical blend of pineapple and coconut. Brewed with real pineapple juice, roasted coconut, and infused with coconut flower drops provided by our friends at Neitiv, we present to you a beery version of a Pina Colada. Extravagant and refreshing, this beer is a love story just waiting to happen.",,https://assets.untappd.com/site/beer_logos_hd/beer-4968921_52bad_hd.jpeg
8,49,,"Mon, 24 Jul 2023 12:41:57 +0000",Sakura Sour,Lion Brewery Co,,Singapore,Beer,Sour - Fruited,,4.7% ABV,,"This year's season of Cherry Blossoms inspired us to brew this Sakura Sour. A zingy, refreshing beer made with a touch of dried Sakura for the flower’s unique fragrance, alongside a generous dose of cherries. Light-bodied and low in bitterness - as cooling and enjoyable as spending an afternoon underneath a Sakura tree.",,https://assets.untappd.com/site/beer_logos_hd/beer-5265823_0db5b_hd.jpeg
8,50,,"Mon, 30 Oct 2023 10:40:02 +0000",Jericho Lager,Lion Brewery Co,,Singapore,Beer,Lager - Other,,4.8% ABV,,"Firing away one of the most potent brews we’ve created, this hop forward lager is loaded with Zappa hops and blue pea flowers to create the strong ‘purple’ vibes. We’ve named this beer our Jericho Lager, as a stirring tribute to overcoming obstacles and rising above adversity - much like the oldest city in the world has done for thousands of years. 

Look out for an explosion of tropical fruit, mango and passion fruit aroma - with a touch of spice. Mission accomplished!",,https://assets.untappd.com/site/beer_logos_hd/beer-5370451_0a809_hd.jpeg
8,51,,"Sun, 14 Nov 2021 09:12:24 +0000",Steam Ale,Lion Brewery Co,,Singapore,Beer,California Common,,5.5% ABV,,"Our Steam Ale is an homage to the steam beers enjoyed by the pioneers of the American West in the 1800s. The secret to its success lies in the three C's - CTZ, Cascade, and Centennial. Dry-hopped with these signature Californian hops for strong citrus and pine flavours and a floral aroma. Amber and effervescent, Brew #06 of our Single Batch series is made with Kviek specialty yeast, and exudes hints of caramel on the finish. Uncommonly good.",,https://assets.untappd.com/site/beer_logos_hd/beer-4194019_50ba3_hd.jpeg
8,52,,"Tue, 08 Mar 2022 12:35:34 +0000",Paradise Saison,Lion Brewery Co,,Singapore,Beer,Farmhouse Ale - Saison,,6.5% ABV,,"This Paradise Saison is a serious indulgence of the senses. Brewed with orange peel, coriander and grains of paradise, the beer has prominent peppery characteristics alongside undertones of citrus. A trifecta of pils, wheat and rye malts add a silkiness to the bright amber body and a nice spicy zest on the finish. When the fourth pint tastes as good as the first, you know you've done something right. Fit For Royalty.",,https://assets.untappd.com/site/beer_logos_hd/beer-4222948_d953e_hd.jpeg
8,53,,"Thu, 03 Feb 2022 11:51:32 +0000",St. Andrew's Aye.P.A.,Lion Brewery Co,,Singapore,Beer,IPA - Other,,5.5% ABV,,"“We’re all Scotland’s story, and we’re all worth the same” (The Proclaimers, Scotland’s Story)

This year’s collaboration with the Singapore St Andrew’s Society is an appropriately North European style IPA, brewed with a touch of Viking influence from Hothead Kveik yeast. With malt and hops (rarely found in Scotland) from around the world, this is a celebration of both the Scots diaspora and those who have brought their own cultures and influences to Scotland’s story! Enjoy fresh herbal notes and hints of dried orchard fruit around the edges, with a distinct flowery, spicy, citrus-like flavour and aroma.",,https://assets.untappd.com/site/beer_logos_hd/beer-4607750_bdd88_hd.jpeg
8,54,,"Sun, 14 Jul 2024 14:47:23 +0000",Spindle Press Cider,Lion Brewery Co,,Singapore,Beer,Cider - Sweet,,4.5% ABV,,"A refreshing clear drop that's perfect for a hot day. 

Our Spindle Press Cider is made from bittersweet apples for a bright orchard aroma and flavour, effervescent body, and a smooth, medium-sweet finish.",,https://assets.untappd.com/site/beer_logos_hd/beer-4635960_e94ed_hd.jpeg
8,55,,"Thu, 21 Jul 2022 10:53:54 +0000",Ribes Refresher,Lion Brewery Co,,Singapore,Beer,Sour - Fruited,,4.7% ABV,,"A taste of your younger years, our Ribes Refresher is a blackcurrant sour with a juicy body and clean, dry finish. Infused with butterfly pea flower for a unique aroma, this cumulous and smooth beer is super flavourful, with just the right amount of tartness. A serious upgrade on snakebite!",,https://assets.untappd.com/site/beer_logos_hd/beer-4758403_da970_hd.jpeg
8,56,,"Tue, 01 Mar 2022 09:46:29 +0000",Dark Hearts Black Lah-ger,Lion Brewery Co,,Singapore,Beer,Schwarzbier,,4.8% ABV,,"Brewed in collaboration with our good friends at Heart of Darkness, Dark Hearts Lah-ger takes our popular Brewlab favourite and gives it a good old spooky twist. Infused with a cold-steeped blend of dark malts, this dark lager (called a schwartzbier) has an opaque, black colour with smooth hints of chocolate coffee flavours, a dry, light body, and a very gentle waft of citra hops to finish. Light, balanced, dark, delicious. If you like your beers as dark as your heart, this is for you.",,https://assets.untappd.com/site/beer_logos_hd/beer-4576993_74ab3_hd.jpeg
8,57,,"Sat, 19 Nov 2022 12:23:29 +0000",Bramling Cross IPA,Lion Brewery Co,,Singapore,Beer,IPA - English,,6.4% ABV,,"A single-hopped IPA infused with a rather rare breed of British hop. Bramling Cross was first harvested in 1927, and exhibits signature notes of blackberry and gooseberry, with a hint of vanilla spice. Well-attenuated, with a dry malty finish and a hoppy aroma and flavour. Thank the heavens for this classic English IPA!",,https://assets.untappd.com/site/beer_logos_hd/beer-4958345_ec0d1_hd.jpeg
8,58,,"Thu, 29 Dec 2022 11:14:30 +0000",Podium,Lion Brewery Co,,Singapore,Beer,IPA - Brut,,5.9% ABV,,"For those with champagne taste, we’ve got a luxurious Brut IPA that will suit your silver-spooned palate. Tropical flavours of citrus, peach and pineapple and a hint of dankness inhibit this beer, thanks to a beautiful hop blend of Galaxy and Vic Secret; Galaxy for the tropical notes, and Vic Secret to add that touch of sultry class... If you dream of standing on the top step, here’s the beer for you. Seductively good.",,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
8,59,,"Mon, 25 Jul 2022 11:55:50 +0000",Infinity & Beyond,Lion Brewery Co,,Singapore,Beer,IPA - American,,5.9% ABV,,"This single-hopped IPA highlights Galaxy’s beautiful profile of citrus, peach, and guava. Named in tribute to the true master of the universe (move over Thanos), Buzz Lightyear, it’s a quintessential IPA with bold flavours and bitterness. Eminently crushable despite its higher ABV, you’ll be sinking pints all the way to Andromeda... and beyond.",,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
8,60,,"Sun, 27 Nov 2022 04:51:12 +0000",Dewdrops (Neitiv Collab),Lion Brewery Co,,Singapore,Beer,IPA - Session,,3.5% ABV,,"Dewdrops is our curated collab with Neitiv, a UK-based brewery, and we are highlighting a quintessential (if somewhat unknown) Southeast-Asian ingredient: coconut flower drops. 

Coconut Palms are known as the “tree of life”, and their flower’s precious liquid brings this ‘Session IPA’ to life in extraordinary ways. Sweet, golden and coconutty, they shine atop a light malt base and are complemented by hoppy citrus notes. Delightfully refreshing, Dewdrops is a magical collaboration packed with beneficial live cultures from the inimitable coconut flower.",,https://assets.untappd.com/site/beer_logos_hd/beer-4867074_23000_hd.jpeg
8,61,,"Mon, 21 Nov 2022 13:25:11 +0000",Lincoln's Brew (Grapefruit XPA),Lion Brewery Co,,Singapore,Beer,Pale Ale - Other,,4.6% ABV,,"Released just in time for 4th of July this year, Lincoln’s Brew is a Grapefruit XPA named to honour one of the greatest American Presidents. Bright aromas characterise this uber-sessionable beer, with natural grapefruit tones and a clean, dry finish. Abe was said to have been an apples man, finding the newly discovered grapefruits of the US a bit bitter for his tastes—but we are sure this brew would have changed his mind. After all, we’ve named the damn beer after him...",,https://assets.untappd.com/site/beer_logos_hd/beer-4907166_3d50b_hd.jpeg
8,62,,"Fri, 03 May 2024 15:40:05 +0000",Halo Dry-Hopped Pils,Lion Brewery Co,,Singapore,Beer,Pilsner - Other,,4.8% ABV,,"A mixed fermentation, using a lager yeast and ale yeast and fermented under higher pressure, helped to create this heavenly dry-hopped pils. Notes of tangerine and grapefruit halo above a crisp pilsner base.
Show Less",,https://assets.untappd.com/site/beer_logos_hd/beer-5712306_4045c_hd.jpeg
8,63,,"Thu, 22 Feb 2024 17:55:57 +0000",English Porter (Christmas Cask Edition),Lion Brewery Co,,Singapore,Beer,Mild - Dark,,4.5% ABV,,"A holiday cask ale to steal your heart away. Notes of nutmeg, clove and a sprinkling of cinnamon, layered over a smooth dark malt base at a refreshing ABV. Christmas in the tropics never tasted so good.",,https://assets.untappd.com/site/beer_logos_hd/beer-5633767_23308_hd.jpeg
